x,y
1.1463224540895955,0.04744809144176543
-0.7632852957354,0.2891043226700276
-0.5920996135624035,0.7084740640129894
-2.3221966356767276,0.4958892450667918
-0.5167791859518638,0.5825212560594082
0.3592260392461421,0.3535895883105695
-1.3117864728370687,0.5741228247061372
1.9037060095895517,0.859083594288677
1.0046382322235003,0.859809443121776
0.5921893018322988,0.6885899885091931
-0.7239785463167209,0.9854649372864515
-0.5586291978573279,0.13277827273122966
-0.8510774168313697,0.07778775691986084
-1.0634630058489432,0.7941910992376506
-0.5892444423721122,0.38864816748537123
-1.3439334160221657,0.03588119591586292
1.4292323432374898,0.2573360656388104
-2.786489928118113,0.7454330516047776
-0.5757006273394931,0.13145978818647563
1.216136041612933,0.04758787015452981
0.1707128439566935,0.5001591304317117
0.16417492519855023,0.9676826063077897
-0.168543286391577,0.04353480692952871
0.2671443216364855,0.3149653081782162
0.19763449865168714,0.8026961295399815
0.11603919178946082,0.5642979096155614
2.0984641083831543,0.31109947711229324
1.9508947912631445,0.9869935449678451
2.212065468243065,0.7653052846435457
0.9739437542051907,0.30664231115952134
1.3956880881026537,0.4419967296998948
0.1995342672410511,0.6312084435485303
-0.3140379170819517,0.9543558538425714
-0.6550672046014855,0.8065800708718598
-0.47125763967661566,0.07819420518353581
-0.35959410362144295,0.16261776606552303
-0.469206710869755,0.5856955747585744
1.584301333995505,0.6760120817925781
-0.7803780314635334,0.9088988325092942
0.0548693217672858,0.9834479580167681
-0.6390194555517341,0.5164148327894509
0.3473345745634329,0.8525747661478817
-0.05845341433947535,0.9126419234089553
1.0425793175942404,0.3881733890157193
-1.4040709809594119,0.4275137581862509
0.7647038222968809,0.17096959194168448
-1.0590828215149193,0.2491496098227799
-1.0413751518254515,0.7517757248133421
-0.8384541380674124,0.7353129659313709
-2.873138633751725,0.13722968264482915
0.26741416340342644,0.05188740091398358
-0.20410609378054057,0.3029554490931332
1.4706857869791514,0.7829471870791167
-1.1444809024700526,0.9832285570446402
-0.1779509207618145,0.10633818269707263
-0.3704213220673815,0.44991980073973536
0.3350064916976417,0.331474814331159
-2.0843816947122638,0.07326482329517603
1.089713274833927,0.4115222671534866
1.3179157001968742,0.6770185898058116
-0.8739371809028098,0.979487567441538
0.9572015608521023,0.9443624897394329
1.2014465872105127,0.7578511654864997
0.38747286118463886,0.8406006039585918
1.3478622521829806,0.2253707244526595
-2.2777427006447413,0.6787676794920117
0.33577116182526057,0.7405047449283302
-0.6235662372543919,0.9374143609311432
-0.4898077090452477,0.43724969821050763
-0.45642065610191446,0.5836573394481093
1.0008489870098374,0.5664480798877776
-0.6228501745010195,0.4088934399187565
-1.7928222241769012,0.01953206956386566
-0.41795889357340604,0.2645683370064944
0.7109219190409725,0.9807198769412935
0.8792214833912675,0.20739615731872618
-0.8942907125471372,0.6372390559408814
-0.6831683604461235,0.5630892626941204
0.08410469424270535,0.7056990745477378
0.2276706705625227,0.836442876374349
-1.5162018299103834,0.20742496475577354
0.022769480277277387,0.9747751683462411
2.2986253694160075,0.636791171040386
-0.1974782665517545,0.37366557167842984
1.1408065562512664,0.6450520937796682
-2.2952620358845146,0.9707255682442337
1.0552494093088454,0.04881926369853318
0.5595232785287773,0.15108792390674353
0.7523645527252119,0.1791376629844308
0.21446925035588255,0.7494610352441669
0.04839948103236406,0.2634768334683031
-1.8017381023253942,0.3111504919361323
-1.0557667550504442,0.671423448715359
-0.31111652288242003,0.2804728203918785
-0.14425917793354479,0.7665282697416842
0.2980103627139509,0.3138837858568877
0.8577022114908273,0.5428860252723098
0.10800079534423558,0.936885894741863
-0.7288486491521087,0.889462431659922
0.054205657895540146,0.01913649495691061
